0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
0.49501,0.49516,0.4765,0.47649,0.50126,0.4889,0.47649,0.48876,0.47653,0.48875
0.49155,0.49232,0.4564,0.45627,0.50358,0.47996,0.45628,0.47934,0.45662,0.47937
0.48983,0.49187,0.43973,0.43924,0.50727,0.47322,0.43929,0.47173,0.4404,0.47196
0.48984,0.49388,0.42622,0.42512,0.51234,0.46853,0.42528,0.4658,0.42752,0.46646
0.49403,0.50395,0.40723,0.40446,0.52532,0.46432,0.40506,0.45815,0.40988,0.46044
0.50297,0.52063,0.39579,0.39095,0.54167,0.46563,0.3921,0.45476,0.39972,0.45985
0.51574,0.5419,0.38987,0.38291,0.56039,0.47155,0.38447,0.45482,0.39488,0.46386
0.53116,0.56541,0.38716,0.37847,0.58041,0.48108,0.38028,0.45743,0.39312,0.47132
0.55254,0.5949,0.38636,0.37635,0.60572,0.49703,0.37824,0.46352,0.39347,0.48424
0.57611,0.62444,0.38813,0.37751,0.63132,0.51764,0.37925,0.47289,0.39657,0.50106
0.601,0.65334,0.39174,0.38109,0.65661,0.54215,0.38259,0.48525,0.40183,0.52104
0.62651,0.68127,0.39664,0.38638,0.68112,0.56937,0.38764,0.50037,0.4087,0.54336
0.66946,0.72598,0.4069,0.39775,0.71981,0.61806,0.39863,0.53169,0.42257,0.5839
0.71068,0.76704,0.41851,0.41068,0.75397,0.66687,0.41116,0.56886,0.43731,0.62453
0.74863,0.80413,0.43038,0.42381,0.78272,0.7135,0.42387,0.60926,0.45138,0.66208
0.78159,0.83715,0.44173,0.43618,0.80515,0.75678,0.43577,0.64904,0.46409,0.69414
0.81032,0.86849,0.45278,0.44813,0.82184,0.79963,0.44718,0.68736,0.47621,0.72119
0.83143,0.89521,0.46227,0.4584,0.83114,0.83759,0.45691,0.71907,0.48653,0.74022
0.8447,0.91752,0.47026,0.46706,0.83386,0.87032,0.46503,0.74311,0.4952,0.75184
0.85002,0.93586,0.4769,0.47429,0.831,0.89777,0.47172,0.75898,0.50241,0.75706
0.84766,0.95156,0.48274,0.48063,0.8233,0.92146,0.47753,0.76732,0.50871,0.75717
0.839,0.96392,0.4875,0.4858,0.81258,0.94018,0.4822,0.76859,0.51381,0.75346
0.82605,0.97355,0.49136,0.48998,0.80032,0.95479,0.48593,0.76458,0.51788,0.7474
0.81087,0.98111,0.49445,0.49331,0.78765,0.96623,0.48885,0.75718,0.52097,0.74001
0.7926,0.98809,0.49727,0.49626,0.77332,0.97678,0.49145,0.74645,0.52341,0.73066
0.77541,0.99339,0.49935,0.49833,0.76039,0.9848,0.49331,0.73532,0.52463,0.72155
0.7601,0.99738,0.50078,0.49965,0.74917,0.99086,0.4946,0.72486,0.52472,0.71313
0.74691,1.0004,0.50156,0.50018,0.73973,0.99546,0.49533,0.71531,0.5237,0.70548
0.73514,1.0029,0.5017,0.49989,0.73156,0.99925,0.49557,0.70615,0.52157,0.69819
0.72562,1.0048,0.50132,0.49899,0.7253,1.0021,0.4954,0.69825,0.51881,0.692
0.71802,1.0061,0.50052,0.49766,0.72069,1.0041,0.49493,0.69144,0.51578,0.6869
0.71218,1.0071,0.4995,0.49611,0.7176,1.0056,0.49427,0.68572,0.51281,0.68295
0.70712,1.0081,0.49813,0.49418,0.7157,1.0071,0.49339,0.68003,0.50954,0.67968
0.70405,1.0087,0.49681,0.49247,0.71514,1.0081,0.49254,0.67569,0.50698,0.67781
0.70252,1.0091,0.49561,0.49105,0.71519,1.0087,0.49179,0.67245,0.50514,0.67685
0.70242,1.0094,0.49463,0.48997,0.71573,1.0091,0.49121,0.67042,0.50391,0.67671
0.70367,1.0096,0.49392,0.48926,0.7167,1.0094,0.49086,0.66966,0.50318,0.67728
0.70568,1.0098,0.49348,0.4889,0.71752,1.0097,0.49072,0.66986,0.50283,0.67801
0.70803,1.0099,0.49329,0.4888,0.71802,1.0098,0.49076,0.67077,0.50267,0.67864
0.71044,1.01,0.4933,0.48888,0.71827,1.0099,0.4909,0.67217,0.50261,0.67908
0.71323,1.01,0.49351,0.48913,0.71833,1.01,0.49118,0.67428,0.50257,0.67939
0.71526,1.0101,0.49387,0.48945,0.7183,1.01,0.49149,0.67629,0.5024,0.6795
0.71625,1.0101,0.49429,0.48975,0.71838,1.0101,0.49176,0.67779,0.50206,0.67953
0.71636,1.0101,0.49463,0.48995,0.71851,1.0101,0.49195,0.67857,0.50162,0.67958
0.71582,1.0101,0.49486,0.49007,0.71858,1.0101,0.49208,0.67868,0.50113,0.67968
0.71506,1.0101,0.49498,0.4901,0.71857,1.0101,0.49213,0.67839,0.5007,0.67977
0.71447,1.0101,0.49501,0.49008,0.71846,1.0101,0.49213,0.67794,0.50039,0.67985
0.7141,1.0101,0.49498,0.49003,0.71822,1.0101,0.4921,0.67754,0.50016,0.67984
0.71382,1.0101,0.49493,0.48995,0.71786,1.0101,0.49205,0.67721,0.49994,0.67967
0.71372,1.0101,0.49489,0.48989,0.71754,1.0101,0.492,0.67702,0.49977,0.67947
0.71377,1.0101,0.4949,0.48985,0.71732,1.0101,0.49196,0.67701,0.49962,0.67928
0.71385,1.0101,0.49492,0.48983,0.7172,1.0101,0.49194,0.67706,0.49949,0.67915
0.71403,1.0101,0.49494,0.48979,0.71717,1.0101,0.49188,0.67716,0.49932,0.67903
0.71412,1.0101,0.49499,0.48979,0.71722,1.0101,0.49186,0.67725,0.49919,0.67904
0.71395,1.0101,0.49505,0.48983,0.71725,1.0101,0.49189,0.67717,0.49912,0.67915
0.71379,1.0101,0.49507,0.48985,0.71717,1.0101,0.49189,0.67704,0.49907,0.67918
0.71409,1.0101,0.49493,0.48974,0.71677,1.0101,0.49181,0.67704,0.49904,0.67893
0.71436,1.0101,0.49493,0.48972,0.71663,1.0101,0.49178,0.67722,0.49899,0.67877
0.7142,1.0101,0.49519,0.48986,0.71705,1.0101,0.49187,0.67742,0.4989,0.67891
0.71374,1.0101,0.49534,0.48994,0.7175,1.0101,0.49191,0.67724,0.49881,0.67922
0.71356,1.0101,0.49518,0.48986,0.71749,1.0101,0.49185,0.67686,0.49883,0.67947
0.71367,1.0101,0.49508,0.48981,0.71723,1.0101,0.49182,0.67677,0.49888,0.67943
0.71395,1.0101,0.49508,0.48982,0.71679,1.0101,0.49184,0.67702,0.49888,0.679
0.71411,1.0101,0.49513,0.48982,0.71663,1.0101,0.49184,0.67725,0.49882,0.67867
0.71399,1.0101,0.49517,0.4898,0.71697,1.0101,0.4918,0.67723,0.49873,0.67882
0.71388,1.0101,0.49518,0.4898,0.71722,1.0101,0.4918,0.67715,0.49871,0.67903
0.71388,1.0101,0.49516,0.48982,0.71717,1.0101,0.49183,0.67707,0.49879,0.67914
0.71397,1.0101,0.49513,0.48983,0.71698,1.0101,0.49184,0.67707,0.49886,0.67909
0.71411,1.0101,0.49512,0.4898,0.71679,1.0101,0.49181,0.6772,0.49883,0.67886
0.71414,1.0101,0.49514,0.4898,0.71679,1.0101,0.4918,0.67728,0.49879,0.67878
0.71399,1.0101,0.49518,0.48983,0.71705,1.0101,0.49183,0.67721,0.49878,0.67899
0.71385,1.0101,0.49519,0.48985,0.7172,1.0101,0.49184,0.67709,0.49879,0.67918
0.71392,1.0101,0.49507,0.4898,0.71684,1.0101,0.49182,0.67697,0.49885,0.6791
0.71408,1.0101,0.49502,0.48977,0.71656,1.0101,0.4918,0.67703,0.49887,0.67889
0.71419,1.0101,0.49515,0.48981,0.71675,1.0101,0.49181,0.67731,0.49878,0.6787
0.71404,1.0101,0.49527,0.48984,0.71724,1.0101,0.49182,0.67737,0.49869,0.67887
0.71344,1.0101,0.49521,0.48981,0.71812,1.0101,0.49178,0.67674,0.49873,0.67984
0.71337,1.0101,0.49511,0.48983,0.71806,1.0101,0.49182,0.67651,0.49888,0.6802
0.7142,1.0101,0.49505,0.48994,0.71636,1.0101,0.49196,0.6772,0.49903,0.67913
0.71466,1.0101,0.4951,0.48993,0.71518,1.0101,0.49196,0.6778,0.4989,0.67785
0.71409,1.0101,0.49525,0.48982,0.71619,1.0101,0.49181,0.67762,0.49848,0.67802
0.7136,1.0101,0.49529,0.48977,0.71717,1.0101,0.49173,0.67726,0.49831,0.67854
0.71345,1.0101,0.49517,0.48975,0.7173,1.0101,0.49174,0.67683,0.49858,0.67879
0.71367,1.0101,0.49504,0.48974,0.71712,1.0101,0.49177,0.67671,0.49888,0.6789
0.71396,1.0101,0.49504,0.48975,0.71722,1.0101,0.49178,0.67693,0.4989,0.67908
0.71414,1.0101,0.49506,0.48979,0.71719,1.0101,0.49181,0.67712,0.49893,0.67915
0.7142,1.0101,0.4951,0.48982,0.71714,1.0101,0.49184,0.67724,0.49893,0.67912
0.71418,1.0101,0.49513,0.48984,0.71711,1.0101,0.49185,0.67728,0.4989,0.67907
0.71403,1.0101,0.49514,0.48983,0.71705,1.0101,0.49183,0.67723,0.49885,0.67902
0.7139,1.0101,0.49514,0.48981,0.71701,1.0101,0.49182,0.67714,0.49881,0.67899
0.71394,1.0101,0.49515,0.48983,0.71706,1.0101,0.49183,0.67711,0.49883,0.67906
0.71403,1.0101,0.49515,0.48984,0.71707,1.0101,0.49184,0.67715,0.49886,0.6791
0.71407,1.0101,0.4951,0.48978,0.71673,1.0101,0.49179,0.67719,0.4988,0.6788
0.71404,1.0101,0.4951,0.48975,0.71665,1.0101,0.49177,0.67721,0.49875,0.67868
0.71395,1.0101,0.49519,0.48983,0.71712,1.0101,0.49183,0.67718,0.49877,0.67903
0.71387,1.0101,0.49523,0.48989,0.71744,1.0101,0.49187,0.67709,0.49882,0.67937
0.71391,1.0101,0.49513,0.48984,0.71707,1.0101,0.49184,0.67702,0.49885,0.67922
0.71401,1.0101,0.49508,0.48981,0.71678,1.0101,0.49182,0.67706,0.49886,0.67901
0.71409,1.0101,0.49514,0.48982,0.71682,1.0101,0.49183,0.6772,0.49883,0.67889
0.71407,1.0101,0.4952,0.48984,0.71703,1.0101,0.49184,0.67727,0.49879,0.67893
0.71392,1.0101,0.49518,0.48983,0.71717,1.0101,0.49182,0.67714,0.49876,0.67909
0.71385,1.0101,0.49516,0.48982,0.71718,1.0101,0.49182,0.67706,0.49877,0.67917
0.71395,1.0101,0.49515,0.48983,0.71703,1.0101,0.49183,0.6771,0.49882,0.67909
0.71405,1.0101,0.49515,0.48984,0.71689,1.0101,0.49184,0.67718,0.49883,0.67897
0.71406,1.0101,0.49516,0.4898,0.71691,1.0101,0.49179,0.67726,0.49873,0.67883
0.71399,1.0101,0.49517,0.48979,0.71705,1.0101,0.49177,0.67725,0.49868,0.67887
0.71384,1.0101,0.49518,0.48983,0.71719,1.0101,0.49183,0.67706,0.49877,0.67916
